constructorStandingsId,raceId,name,points,position,positionText,wins
24275,340,Toro Rosso,2.0,8,8,0
24276,340,Lotus,0.0,10,10,0
24277,340,Sauber,0.0,9,9,0
24278,340,HRT,0.0,11,11,0
24279,340,Virgin,0.0,12,12,0
24280,341,Ferrari,116.0,2,2,1
24281,341,McLaren,119.0,1,1,2
24282,341,Red Bull,113.0,3,3,2
24283,341,Mercedes,72.0,4,4,0
24284,341,Force India,24.0,6,6,0
24285,341,Williams,8.0,7,7,0
24286,341,Renault,50.0,5,5,0
24287,341,Toro Rosso,3.0,8,8,0
24288,341,Lotus,0.0,10,10,0
24289,341,Sauber,0.0,9,9,0
24290,341,HRT,0.0,11,11,0
24291,341,Virgin,0.0,12,12,0
24316,343,Ferrari,146.0,3,3,1
24315,342,Virgin,0.0,12,12,0
24314,342,HRT,0.0,11,11,0
24312,342,Lotus,0.0,10,10,0
24310,342,Renault,65.0,5,5,0
24307,342,Mercedes,78.0,4,4,0
24313,342,Sauber,0.0,9,9,0
24309,342,Williams,8.0,7,7,0
24311,342,Toro Rosso,4.0,8,8,0
24308,342,Force India,30.0,6,6,0
24306,342,Red Bull,156.0,1,1,3
24305,342,McLaren,129.0,3,3,2
24304,342,Ferrari,136.0,2,2,1
24317,343,McLaren,172.0,1,1,3
24318,343,Red Bull,171.0,2,2,3
24319,343,Mercedes,100.0,4,4,0
24320,343,Force India,32.0,6,6,0
24321,343,Williams,8.0,7,7,0
24322,343,Renault,73.0,5,5,0
24323,343,Toro Rosso,4.0,8,8,0
24324,343,Lotus,0.0,10,10,0
24325,343,Sauber,1.0,9,9,0
24326,343,HRT,0.0,11,11,0
24327,343,Virgin,0.0,12,12,0
24328,344,Ferrari,161.0,3,3,1
24329,344,McLaren,215.0,1,1,4
24330,344,Red Bull,193.0,2,2,3
24331,344,Mercedes,108.0,4,4,0
24332,344,Force India,35.0,6,6,0
24333,344,Williams,8.0,8,8,0
24334,344,Renault,79.0,5,5,0
24335,344,Toro Rosso,8.0,7,7,0
24336,344,Lotus,0.0,10,10,0
24337,344,Sauber,1.0,9,9,0
24338,344,HRT,0.0,11,11,0
24339,344,Virgin,0.0,12,12,0
24340,345,Ferrari,165.0,3,3,1
24341,345,McLaren,248.0,1,1,4
24342,345,Red Bull,218.0,2,2,4
24343,345,Mercedes,109.0,4,4,0
24344,345,Force India,43.0,6,6,0
24345,345,Williams,20.0,7,7,0
24346,345,Renault,89.0,5,5,0
24347,345,Toro Rosso,10.0,8,8,0
24348,345,Lotus,0.0,10,10,0
24349,345,Sauber,7.0,9,9,0
24350,345,HRT,0.0,11,11,0
24351,345,Virgin,0.0,12,12,0
24352,346,Ferrari,165.0,3,3,1
24353,346,McLaren,278.0,1,1,4
24354,346,Red Bull,249.0,2,2,5
24355,346,Mercedes,126.0,4,4,0
24356,346,Force India,47.0,6,6,0
24357,346,Williams,31.0,7,7,0
24358,346,Renault,89.0,5,5,0
24359,346,Toro Rosso,10.0,9,9,0
24360,346,Lotus,0.0,10,10,0
24361,346,Sauber,15.0,8,8,0
24362,346,HRT,0.0,11,11,0
24363,346,Virgin,0.0,12,12,0
24364,347,Ferrari,208.0,3,3,2
24365,347,McLaren,300.0,1,1,4
24366,347,Red Bull,272.0,2,2,5
24367,347,Mercedes,132.0,4,4,0
24368,347,Force India,47.0,6,6,0
24369,347,Williams,31.0,7,7,0
24370,347,Renault,96.0,5,5,0
24371,347,Toro Rosso,10.0,9,9,0
24372,347,Lotus,0.0,10,10,0
24373,347,Sauber,15.0,8,8,0
24374,347,HRT,0.0,11,11,0
24375,347,Virgin,0.0,12,12,0
24376,348,Ferrari,238.0,3,3,2
24377,348,McLaren,304.0,2,2,4
24378,348,Red Bull,312.0,1,1,6
24379,348,Mercedes,132.0,4,4,0
24380,348,Force India,47.0,6,6,0
24381,348,Williams,40.0,7,7,0
24382,348,Renault,106.0,5,5,0
24383,348,Toro Rosso,10.0,9,9,0
24384,348,Lotus,0.0,10,10,0
24385,348,Sauber,23.0,8,8,0
24386,348,HRT,0.0,11,11,0
24387,348,Virgin,0.0,12,12,0
24388,349,Ferrari,250.0,3,3,2
24389,349,McLaren,329.0,2,2,5
24390,349,Red Bull,330.0,1,1,6
24391,349,Mercedes,146.0,4,4,0
24392,349,Force India,58.0,6,6,0
24393,349,Williams,40.0,7,7,0
24394,349,Renault,123.0,5,5,0
24395,349,Toro Rosso,10.0,9,9,0
24396,349,Lotus,0.0,10,10,0
24397,349,Sauber,27.0,8,8,0
24398,349,HRT,0.0,11,11,0
24399,349,Virgin,0.0,12,12,0
24400,350,Ferrari,290.0,3,3,3
24401,350,McLaren,347.0,2,2,5
24402,350,Red Bull,350.0,1,1,6
24403,350,Mercedes,158.0,4,4,0
24404,350,Force India,58.0,6,6,0
24405,350,Williams,47.0,7,7,0
24406,350,Renault,127.0,5,5,0
24407,350,Toro Rosso,10.0,9,9,0
24408,350,Lotus,0.0,10,10,0
24409,350,Sauber,27.0,8,8,0
24410,350,HRT,0.0,11,11,0
24411,350,Virgin,0.0,12,12,0
24447,351,Virgin,0.0,12,12,0
24446,351,HRT,0.0,11,11,0
24445,351,Sauber,27.0,8,8,0
24444,351,Lotus,0.0,10,10,0
24443,351,Toro Rosso,10.0,9,9,0
24442,351,Renault,133.0,5,5,0
24437,351,McLaren,359.0,2,2,5
24438,351,Red Bull,383.0,1,1,6
24439,351,Mercedes,168.0,4,4,0
24440,351,Force India,60.0,6,6,0
24441,351,Williams,56.0,7,7,0
24436,351,Ferrari,319.0,3,3,4
24483,353,Virgin,0.0,12,12,0
24459,352,Virgin,0.0,12,12,0
24458,352,HRT,0.0,11,11,0
24457,352,Sauber,37.0,8,8,0
24456,352,Lotus,0.0,10,10,0
24455,352,Toro Rosso,11.0,9,9,0
24454,352,Renault,133.0,5,5,0
24449,352,McLaren,381.0,2,2,5
24450,352,Red Bull,426.0,1,1,7
24451,352,Mercedes,176.0,4,4,0
24452,352,Force India,60.0,6,6,0
24453,352,Williams,58.0,7,7,0
24448,352,Ferrari,334.0,3,3,4
24481,353,Sauber,43.0,8,8,0
24479,353,Toro Rosso,11.0,9,9,0
24477,353,Williams,65.0,7,7,0
24475,353,Mercedes,188.0,4,4,0
24482,353,HRT,0.0,11,11,0
24478,353,Renault,143.0,5,5,0
24480,353,Lotus,0.0,10,10,0
24474,353,Red Bull,426.0,1,1,7
24476,353,Force India,68.0,6,6,0
24473,353,McLaren,399.0,2,2,5
24472,353,Ferrari,374.0,3,3,5
24484,354,Ferrari,389.0,3,3,5
24485,354,McLaren,421.0,2,2,5
24486,354,Red Bull,469.0,1,1,8
24487,354,Mercedes,202.0,4,4,0
24488,354,Force India,68.0,7,7,0
24489,354,Williams,69.0,6,6,0
24490,354,Renault,145.0,5,5,0
24491,354,Toro Rosso,11.0,9,9,0
24492,354,Lotus,0.0,10,10,0
24493,354,Sauber,44.0,8,8,0
24494,354,HRT,0.0,11,11,0
24495,354,Virgin,0.0,12,12,0
24496,355,Ferrari,396.0,3,3,5
24497,355,McLaren,454.0,2,2,5
24498,355,Red Bull,498.0,1,1,9
24499,355,Mercedes,214.0,4,4,0
24500,355,Force India,68.0,7,7,0
24501,355,Williams,69.0,6,6,0
24502,355,Renault,163.0,5,5,0
24503,355,Toro Rosso,13.0,9,9,0
24504,355,Lotus,0.0,10,10,0
24505,355,Sauber,44.0,8,8,0
24506,355,HRT,0.0,11,11,0
24507,355,Virgin,0.0,12,12,0
27983,75,Renault,58.0,1,1,4
24542,842,Renault,30.0,4,4,0
24541,842,McLaren,48.0,2,2,0
24540,842,Red Bull,72.0,1,1,2
24669,841,Mercedes,0.0,10,10,0
24668,841,Williams,0.0,9,9,0
24667,841,Virgin,0.0,8,8,0
24666,841,Lotus,0.0,7,7,0
24665,841,Force India,3.0,6,6,0
24664,841,Toro Rosso,4.0,5,5,0
24663,841,Ferrari,18.0,3,3,0
24662,841,Renault,15.0,4,4,0
24661,841,McLaren,26.0,2,2,0
24660,841,Red Bull,35.0,1,1,1
24543,842,Ferrari,36.0,3,3,0
24544,842,Toro Rosso,4.0,6,6,0
24545,842,Force India,4.0,7,7,0
24546,842,Lotus,0.0,9,9,0
24547,842,Virgin,0.0,10,10,0
24548,842,Williams,0.0,11,11,0
24549,842,Mercedes,2.0,8,8,0
24550,842,Sauber,6.0,5,5,0
24551,842,HRT,0.0,12,12,0
24552,843,Red Bull,105.0,1,1,2
24553,843,McLaren,85.0,2,2,1
24554,843,Renault,32.0,4,4,0
24555,843,Ferrari,50.0,3,3,0
24556,843,Toro Rosso,4.0,7,7,0
24557,843,Force India,4.0,8,8,0
24558,843,Lotus,0.0,9,9,0
24559,843,Virgin,0.0,11,11,0
24560,843,Williams,0.0,10,10,0
24561,843,Mercedes,16.0,5,5,0
24562,843,Sauber,7.0,6,6,0
24563,843,HRT,0.0,12,12,0
24564,844,Red Bull,148.0,1,1,3
24565,844,McLaren,105.0,2,2,1
24566,844,Renault,42.0,4,4,0
24567,844,Ferrari,65.0,3,3,0
24568,844,Toro Rosso,6.0,7,7,0
24569,844,Force India,4.0,8,8,0
24570,844,Lotus,0.0,9,9,0
24571,844,Virgin,0.0,11,11,0
24572,844,Williams,0.0,10,10,0
24573,844,Mercedes,26.0,5,5,0
24574,844,Sauber,8.0,6,6,0
24575,844,HRT,0.0,12,12,0
24576,845,Red Bull,185.0,1,1,4
24577,845,McLaren,138.0,2,2,1
24578,845,Renault,46.0,4,4,0
24579,845,Ferrari,75.0,3,3,0
24580,845,Toro Rosso,6.0,7,7,0
24581,845,Force India,4.0,8,8,0
24582,845,Lotus,0.0,10,10,0
24583,845,Virgin,0.0,11,11,0
24584,845,Williams,0.0,9,9,0
24585,845,Mercedes,40.0,5,5,0
24586,845,Sauber,11.0,6,6,0
24587,845,HRT,0.0,12,12,0
24588,846,Red Bull,222.0,1,1,5
24589,846,McLaren,161.0,2,2,1
24590,846,Renault,50.0,4,4,0
24591,846,Ferrari,93.0,3,3,0
24592,846,Toro Rosso,7.0,8,8,0
24593,846,Force India,10.0,7,7,0
24594,846,Lotus,0.0,10,10,0
24595,846,Virgin,0.0,11,11,0
24596,846,Williams,2.0,9,9,0
24597,846,Mercedes,40.0,5,5,0
24598,846,Sauber,21.0,6,6,0
24599,846,HRT,0.0,12,12,0
24600,847,Red Bull,255.0,1,1,5
24601,847,McLaren,186.0,2,2,2
24602,847,Renault,60.0,4,4,0
24603,847,Ferrari,101.0,3,3,0
24604,847,Toro Rosso,12.0,7,7,0
24605,847,Force India,10.0,8,8,0
24606,847,Lotus,0.0,10,10,0
24607,847,Virgin,0.0,12,12,0
24608,847,Williams,4.0,9,9,0
24609,847,Mercedes,52.0,5,5,0
24610,847,Sauber,27.0,6,6,0
24611,847,HRT,0.0,11,11,0
24612,848,Red Bull,295.0,1,1,6
24613,848,McLaren,206.0,2,2,2
24614,848,Renault,61.0,4,4,0
24615,848,Ferrari,129.0,3,3,0
24616,848,Toro Rosso,16.0,7,7,0
24617,848,Force India,12.0,8,8,0
24618,848,Lotus,0.0,10,10,0
24619,848,Virgin,0.0,12,12,0
24620,848,Williams,4.0,9,9,0
24621,848,Mercedes,58.0,5,5,0
24622,848,Sauber,27.0,6,6,0
24623,848,HRT,0.0,11,11,0
24624,849,Red Bull,328.0,1,1,6
24625,849,McLaren,218.0,2,2,2
24626,849,Renault,65.0,5,5,0
24627,849,Ferrari,164.0,3,3,1
24628,849,Toro Rosso,17.0,7,7,0
24629,849,Force India,12.0,8,8,0
24630,849,Lotus,0.0,10,10,0
24631,849,Virgin,0.0,12,12,0
24632,849,Williams,4.0,9,9,0
24633,849,Mercedes,68.0,4,4,0
24634,849,Sauber,33.0,6,6,0
24635,849,HRT,0.0,11,11,0
24636,850,Red Bull,355.0,1,1,6
24637,850,McLaren,243.0,2,2,3
24638,850,Renault,66.0,5,5,0
24639,850,Ferrari,192.0,3,3,1
24640,850,Toro Rosso,17.0,8,8,0
24641,850,Force India,20.0,7,7,0
24642,850,Lotus,0.0,10,10,0
24643,850,Virgin,0.0,12,12,0
24644,850,Williams,4.0,9,9,0
24645,850,Mercedes,78.0,4,4,0
24646,850,Sauber,35.0,6,6,0
24647,850,HRT,0.0,11,11,0
24648,851,Red Bull,383.0,1,1,6
24649,851,McLaren,280.0,2,2,4
24650,851,Renault,66.0,5,5,0
24651,851,Ferrari,215.0,3,3,1
24652,851,Toro Rosso,22.0,8,8,0
24653,851,Force India,26.0,7,7,0
24654,851,Lotus,0.0,10,10,0
24655,851,Virgin,0.0,12,12,0
24656,851,Williams,4.0,9,9,0
24657,851,Mercedes,80.0,4,4,0
24658,851,Sauber,35.0,6,6,0
24659,851,HRT,0.0,11,11,0
24670,852,Red Bull,426.0,1,1,7
24671,852,McLaren,295.0,2,2,4
24672,852,Renault,68.0,5,5,0
24673,852,Ferrari,231.0,3,3,1
24674,852,Toro Rosso,22.0,8,8,0
24675,852,Force India,32.0,7,7,0
24676,852,Lotus,0.0,10,10,0
24677,852,Virgin,0.0,12,12,0
24678,852,Williams,5.0,9,9,0
24679,852,Mercedes,98.0,4,4,0
24680,852,Sauber,35.0,6,6,0
24681,852,HRT,0.0,11,11,0
24682,853,Red Bull,451.0,1,1,8
24683,853,McLaren,325.0,2,2,4
24684,853,Renault,70.0,5,5,0
24685,853,Ferrari,254.0,3,3,1
24686,853,Toro Rosso,29.0,8,8,0
24687,853,Force India,36.0,6,6,0
24688,853,Lotus,0.0,10,10,0
24689,853,Virgin,0.0,12,12,0
24690,853,Williams,5.0,9,9,0
24691,853,Mercedes,108.0,4,4,0
24692,853,Sauber,35.0,7,7,0
24693,853,HRT,0.0,11,11,0
24694,854,Red Bull,491.0,1,1,9
24695,854,McLaren,353.0,2,2,4
24696,854,Renault,70.0,5,5,0
24697,854,Ferrari,268.0,3,3,1
24698,854,Toro Rosso,29.0,8,8,0
24699,854,Force India,48.0,6,6,0
24700,854,Lotus,0.0,10,10,0
24701,854,Virgin,0.0,12,12,0
24702,854,Williams,5.0,9,9,0
24703,854,Mercedes,114.0,4,4,0
24704,854,Sauber,36.0,7,7,0
24705,854,HRT,0.0,11,11,0
24706,855,Red Bull,518.0,1,1,9
24707,855,McLaren,388.0,2,2,5
24708,855,Renault,72.0,5,5,0
24709,855,Ferrari,292.0,3,3,1
24710,855,Toro Rosso,29.0,8,8,0
24711,855,Force India,48.0,6,6,0
24712,855,Lotus,0.0,10,10,0
24713,855,Virgin,0.0,12,12,0
24714,855,Williams,5.0,9,9,0
24715,855,Mercedes,123.0,4,4,0
24716,855,Sauber,40.0,7,7,0
24717,855,HRT,0.0,11,11,0
24718,856,Red Bull,558.0,1,1,10
24719,856,McLaren,418.0,2,2,5
24720,856,Renault,72.0,5,5,0
24721,856,Ferrari,310.0,3,3,1
24722,856,Toro Rosso,37.0,8,8,0
24723,856,Force India,49.0,6,6,0
24724,856,Lotus,0.0,10,10,0
24725,856,Virgin,0.0,12,12,0
24726,856,Williams,5.0,9,9,0
24727,856,Mercedes,127.0,4,4,0
24728,856,Sauber,40.0,7,7,0
24729,856,HRT,0.0,11,11,0
24730,857,Red Bull,595.0,1,1,11
24731,857,McLaren,442.0,2,2,5
24732,857,Renault,72.0,5,5,0
24733,857,Ferrari,325.0,3,3,1
24734,857,Toro Rosso,41.0,8,8,0
24735,857,Force India,51.0,6,6,0
24736,857,Lotus,0.0,10,10,0
24737,857,Virgin,0.0,12,12,0
24738,857,Williams,5.0,9,9,0
24739,857,Mercedes,145.0,4,4,0
24740,857,Sauber,41.0,7,7,0
24741,857,HRT,0.0,11,11,0
24742,858,Red Bull,607.0,1,1,11
24743,858,McLaren,482.0,2,2,6
24744,858,Renault,72.0,5,5,0
24745,858,Ferrari,353.0,3,3,1
24746,858,Toro Rosso,41.0,8,8,0
24747,858,Force India,57.0,6,6,0
24748,858,Lotus,0.0,10,10,0
24749,858,Virgin,0.0,12,12,0
24750,858,Williams,5.0,9,9,0
24751,858,Mercedes,159.0,4,4,0
24752,858,Sauber,42.0,7,7,0
24753,858,HRT,0.0,11,11,0
24754,859,Red Bull,650.0,1,1,12
24755,859,McLaren,497.0,2,2,6
24756,859,Renault,73.0,5,5,0
24757,859,Ferrari,375.0,3,3,1
24758,859,Toro Rosso,41.0,8,8,0
24759,859,Force India,69.0,6,6,0
24760,859,Lotus,0.0,10,10,0
24761,859,Virgin,0.0,12,12,0
24762,859,Williams,5.0,9,9,0
24763,859,Mercedes,165.0,4,4,0
24764,859,Sauber,44.0,7,7,0
24765,859,HRT,0.0,11,11,0
24941,860,Marussia,0.0,10,10,0
24942,860,Caterham,0.0,11,11,0
24932,860,McLaren,40.0,1,1,1
24940,860,Williams,0.0,9,9,0
24939,860,Mercedes,0.0,8,8,0
24938,860,Force India,1.0,7,7,0
24937,860,Toro Rosso,2.0,6,6,0
24936,860,Lotus F1,6.0,5,5,0
24935,860,Sauber,12.0,3,3,0
24934,860,Ferrari,10.0,4,4,0
24933,860,Red Bull,30.0,2,2,0
24777,861,McLaren,55.0,1,1,1
24778,861,Red Bull,42.0,2,2,0
24779,861,Ferrari,35.0,3,3,1
24780,861,Sauber,30.0,4,4,0
24781,861,Lotus F1,16.0,5,5,0
24782,861,Toro Rosso,6.0,8,8,0
24783,861,Force India,9.0,6,6,0
24784,861,Mercedes,1.0,9,9,0
24785,861,Williams,8.0,7,7,0
24786,861,Marussia,0.0,10,10,0
24787,861,Caterham,0.0,11,11,0
24788,861,HRT,0.0,12,12,0
24789,862,McLaren,88.0,1,1,1
24790,862,Red Bull,64.0,2,2,0
24791,862,Ferrari,37.0,3,3,1
24792,862,Sauber,31.0,4,4,0
24793,862,Lotus F1,24.0,6,6,0
24794,862,Toro Rosso,6.0,9,9,0
24795,862,Force India,9.0,8,8,0
24796,862,Mercedes,26.0,5,5,1
24797,862,Williams,18.0,7,7,0
24798,862,Marussia,0.0,10,10,0
24799,862,Caterham,0.0,11,11,0
24800,862,HRT,0.0,12,12,0
24847,864,HRT,0.0,12,12,0
24846,864,Caterham,0.0,11,11,0
24844,864,Williams,43.0,6,6,1
24843,864,Mercedes,43.0,5,5,1
24842,864,Force India,18.0,8,8,0
24840,864,Lotus F1,84.0,3,3,0
24845,864,Marussia,0.0,10,10,0
24841,864,Toro Rosso,6.0,9,9,0
24839,864,Sauber,41.0,7,7,0
24838,864,Ferrari,63.0,4,4,1
24837,864,Red Bull,109.0,1,1,1
24836,864,McLaren,98.0,2,2,1
24824,863,McLaren,92.0,2,2,1
24825,863,Red Bull,101.0,1,1,1
24826,863,Ferrari,45.0,4,4,1
24827,863,Sauber,31.0,6,6,0
24828,863,Lotus F1,57.0,3,3,0
24829,863,Toro Rosso,6.0,9,9,0
24830,863,Force India,17.0,8,8,0
24831,863,Mercedes,37.0,5,5,1
24832,863,Williams,18.0,7,7,0
24833,863,Marussia,0.0,10,10,0
24834,863,Caterham,0.0,11,11,0
24835,863,HRT,0.0,12,12,0
24848,865,McLaren,108.0,2,2,1
24849,865,Red Bull,146.0,1,1,2
24850,865,Ferrari,86.0,3,3,1
24851,865,Sauber,41.0,7,7,0
24852,865,Lotus F1,86.0,4,4,0
24853,865,Toro Rosso,6.0,9,9,0
24854,865,Force India,28.0,8,8,0
24855,865,Mercedes,61.0,5,5,1
24856,865,Williams,44.0,6,6,1
24857,865,Marussia,0.0,11,11,0
24858,865,Caterham,0.0,10,10,0
24859,865,HRT,0.0,12,12,0
24860,866,McLaren,133.0,2,2,2
24861,866,Red Bull,164.0,1,1,2
24862,866,Ferrari,97.0,4,4,1
24863,866,Sauber,58.0,6,6,0
24864,866,Lotus F1,108.0,3,3,0
24865,866,Toro Rosso,6.0,9,9,0
24866,866,Force India,28.0,8,8,0
24867,866,Mercedes,69.0,5,5,1
24868,866,Williams,44.0,7,7,1
24869,866,Marussia,0.0,11,11,0
24870,866,Caterham,0.0,10,10,0
24871,866,HRT,0.0,12,12,0
24872,867,McLaren,137.0,2,2,2
24873,867,Red Bull,176.0,1,1,2
24874,867,Ferrari,122.0,4,4,2
24875,867,Sauber,60.0,6,6,0
24876,867,Lotus F1,126.0,3,3,0
24877,867,Toro Rosso,6.0,9,9,0
24878,867,Force India,44.0,8,8,0
24879,867,Mercedes,92.0,5,5,1
24880,867,Williams,45.0,7,7,1
24881,867,Marussia,0.0,11,11,0
24882,867,Caterham,0.0,10,10,0
24883,867,HRT,0.0,12,12,0
24884,868,McLaren,142.0,4,4,2
24885,868,Red Bull,216.0,1,1,3
24886,868,Ferrari,152.0,2,2,2
24887,868,Sauber,60.0,6,6,0
24888,868,Lotus F1,144.0,3,3,0
24889,868,Toro Rosso,6.0,9,9,0
24890,868,Force India,44.0,8,8,0
24891,868,Mercedes,98.0,5,5,1
24892,868,Williams,47.0,7,7,1
24893,868,Marussia,0.0,11,11,0
24894,868,Caterham,0.0,10,10,0
24895,868,HRT,0.0,12,12,0
24977,869,Caterham,0.0,10,10,0
24978,869,HRT,0.0,12,12,0
24974,869,Mercedes,105.0,5,5,1
24976,869,Marussia,0.0,11,11,0
24975,869,Williams,47.0,7,7,1
24973,869,Force India,46.0,8,8,0
24972,869,Toro Rosso,6.0,9,9,0
24971,869,Lotus F1,159.0,4,4,0
24970,869,Sauber,80.0,6,6,0
24969,869,Ferrari,177.0,2,2,3
24968,869,Red Bull,230.0,1,1,3
24967,869,McLaren,160.0,3,3,2
24990,870,HRT,0.0,12,12,0
24988,870,Marussia,0.0,11,11,0
24985,870,Force India,46.0,8,8,0
24992,871,Red Bull,272.0,1,1,3
24989,870,Caterham,0.0,10,10,0
24986,870,Mercedes,106.0,5,5,1
24991,871,McLaren,218.0,2,2,4
24979,870,McLaren,193.0,2,2,3
24980,870,Red Bull,246.0,1,1,3
24983,870,Lotus F1,192.0,3,3,0
24982,870,Sauber,80.0,6,6,0
24981,870,Ferrari,189.0,4,4,3
24987,870,Williams,53.0,7,7,1
24984,870,Toro Rosso,6.0,9,9,0
24993,871,Ferrari,199.0,4,4,3
24994,871,Sauber,80.0,6,6,0
24995,871,Lotus F1,207.0,3,3,0
24996,871,Toro Rosso,12.0,9,9,0
24997,871,Force India,59.0,7,7,0
24998,871,Mercedes,112.0,5,5,1
24999,871,Williams,53.0,8,8,1
25000,871,Marussia,0.0,11,11,0
25001,871,Caterham,0.0,10,10,0
25002,871,HRT,0.0,12,12,0
25003,872,McLaren,243.0,2,2,5
25004,872,Red Bull,272.0,1,1,3
25005,872,Ferrari,226.0,3,3,3
25006,872,Sauber,100.0,6,6,0
25007,872,Lotus F1,217.0,4,4,0
25008,872,Toro Rosso,12.0,9,9,0
25009,872,Force India,63.0,7,7,0
25010,872,Mercedes,126.0,5,5,1
25011,872,Williams,54.0,8,8,1
25012,872,Marussia,0.0,11,11,0
25013,872,Caterham,0.0,10,10,0
25014,872,HRT,0.0,12,12,0
25050,873,HRT,0.0,12,12,0
25049,873,Caterham,0.0,11,11,0
25047,873,Williams,54.0,8,8,1
25045,873,Force India,75.0,7,7,0
25043,873,Lotus F1,231.0,4,4,0
25048,873,Marussia,0.0,10,10,0
25044,873,Toro Rosso,14.0,9,9,0
25046,873,Mercedes,136.0,5,5,1
25042,873,Sauber,101.0,6,6,0
25041,873,Ferrari,245.0,3,3,3
25040,873,Red Bull,297.0,1,1,4
25039,873,McLaren,261.0,2,2,5
25062,874,HRT,0.0,12,12,0
25061,874,Caterham,0.0,11,11,0
25059,874,Williams,58.0,8,8,1
25057,874,Force India,81.0,7,7,0
25055,874,Lotus F1,239.0,4,4,0
25060,874,Marussia,0.0,10,10,0
25056,874,Toro Rosso,15.0,9,9,0
25058,874,Mercedes,136.0,5,5,1
25054,874,Sauber,116.0,6,6,0
25053,874,Ferrari,263.0,3,3,3
25052,874,Red Bull,324.0,1,1,5
25051,874,McLaren,283.0,2,2,5
25063,875,McLaren,284.0,3,3,5
25064,875,Red Bull,367.0,1,1,6
25065,875,Ferrari,290.0,2,2,3
25066,875,Sauber,116.0,6,6,0
25067,875,Lotus F1,255.0,4,4,0
25068,875,Toro Rosso,21.0,9,9,0
25069,875,Force India,89.0,7,7,0
25070,875,Mercedes,136.0,5,5,1
25071,875,Williams,58.0,8,8,1
25072,875,Marussia,0.0,10,10,0
25073,875,Caterham,0.0,11,11,0
25074,875,HRT,0.0,12,12,0
25098,876,HRT,0.0,12,12,0
25097,876,Caterham,0.0,11,11,0
25095,876,Williams,59.0,8,8,1
25093,876,Force India,93.0,7,7,0
25091,876,Lotus F1,263.0,4,4,0
25096,876,Marussia,0.0,10,10,0
25092,876,Toro Rosso,21.0,9,9,0
25094,876,Mercedes,136.0,5,5,1
25090,876,Sauber,116.0,6,6,0
25089,876,Ferrari,316.0,2,2,3
25088,876,Red Bull,407.0,1,1,7
25087,876,McLaren,306.0,3,3,5
25099,877,McLaren,318.0,3,3,5
25100,877,Red Bull,422.0,1,1,7
25101,877,Ferrari,340.0,2,2,3
25102,877,Sauber,124.0,6,6,0
25103,877,Lotus F1,288.0,4,4,1
25104,877,Toro Rosso,22.0,9,9,0
25105,877,Force India,95.0,7,7,0
25106,877,Mercedes,136.0,5,5,1
25107,877,Williams,73.0,8,8,1
25108,877,Marussia,0.0,10,10,0
25109,877,Caterham,0.0,11,11,0
25110,877,HRT,0.0,12,12,0
25111,878,McLaren,353.0,3,3,6
25112,878,Red Bull,440.0,1,1,7
25113,878,Ferrari,367.0,2,2,3
25114,878,Sauber,124.0,6,6,0
25115,878,Lotus F1,302.0,4,4,1
25116,878,Toro Rosso,22.0,9,9,0
25117,878,Force India,99.0,7,7,0
25118,878,Mercedes,136.0,5,5,1
25119,878,Williams,76.0,8,8,1
25120,878,Marussia,0.0,10,10,0
25121,878,Caterham,0.0,11,11,0
25122,878,HRT,0.0,12,12,0
25123,879,McLaren,378.0,3,3,7
25124,879,Red Bull,460.0,1,1,7
25125,879,Ferrari,400.0,2,2,3
25126,879,Sauber,126.0,6,6,0
25127,879,Lotus F1,303.0,4,4,1
25128,879,Toro Rosso,26.0,9,9,0
25129,879,Force India,109.0,7,7,0
25130,879,Mercedes,142.0,5,5,1
25131,879,Williams,76.0,8,8,1
25132,879,Marussia,0.0,11,11,0
25133,879,Caterham,0.0,10,10,0
25134,879,HRT,0.0,12,12,0
25135,880,Lotus F1,26.0,2,2,1
25136,880,Ferrari,30.0,1,1,0
25137,880,Red Bull,23.0,3,3,0
25138,880,Mercedes,10.0,4,4,0
25139,880,Force India,10.0,5,5,0
25140,880,McLaren,2.0,6,6,0
25141,880,Toro Rosso,0.0,7,7,0
25142,880,Sauber,0.0,8,8,0
25143,880,Williams,0.0,9,9,0
25144,880,Marussia,0.0,10,10,0
25145,880,Caterham,0.0,11,11,0
25146,881,Lotus F1,40.0,2,2,1
25147,881,Ferrari,40.0,3,3,0
25148,881,Red Bull,66.0,1,1,1
25149,881,Mercedes,37.0,4,4,0
25150,881,Force India,10.0,5,5,0
25151,881,McLaren,4.0,7,7,0
25152,881,Toro Rosso,1.0,8,8,0
25153,881,Sauber,4.0,6,6,0
25154,881,Williams,0.0,9,9,0
25155,881,Marussia,0.0,10,10,0
25156,881,Caterham,0.0,11,11,0
25157,882,Lotus F1,60.0,3,3,1
25158,882,Ferrari,73.0,2,2,1
25159,882,Red Bull,78.0,1,1,1
25160,882,Mercedes,52.0,4,4,0
25161,882,Force India,14.0,6,6,0
25162,882,McLaren,14.0,5,5,0
25163,882,Toro Rosso,7.0,7,7,0
25164,882,Sauber,5.0,8,8,0
25165,882,Williams,0.0,9,9,0
25166,882,Marussia,0.0,10,10,0
25167,882,Caterham,0.0,11,11,0
25168,883,Lotus F1,93.0,2,2,1
25169,883,Ferrari,77.0,3,3,1
25170,883,Red Bull,109.0,1,1,2
25171,883,Mercedes,64.0,4,4,0
25172,883,Force India,26.0,5,5,0
